feature1,feature2,feature3,feature4,feature5,is_anomaly,packet_size_category,protocol_performance_note,estimated_throughput_impact,estimated_latency_impact
9.454813404200808,4.696900722793567,0.2480545817554042,7.7176227761738385,0.9717233267894816,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
10.929389348946929,4.276938956939135,-0.4283925657796823,8.380423826915923,1.6654268755015549,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.162632090745634,0.2144804079399178,1.192126935379081,9.953633352527198,1.4546537739331504,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
9.200132371389577,0.8864617704869817,0.1544825180113259,3.63341976964676,-1.53262099322451,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.928703114617598,3.1569707952896646,1.4521641438270194,8.798130391809647,-0.8385801069441214,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
6.401812752876452,-0.0781500930594472,0.4254382809913161,8.570732947786224,-3.0057805285808907,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
6.970050823653168,4.625314560278687,-0.2417742720781106,6.34233087461325,0.4683517825084282,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
7.8944259018388445,1.8653626943375732,1.0166466376166876,9.766766625217045,0.956936788266152,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.383011965208645,0.7694749487905506,0.4104972234817241,9.178455771041437,0.607082521332331,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.281199364253508,2.2437990413365623,1.0468023741815176,8.091125229252924,-0.5409645905555849,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
9.41808707890965,1.2601703064505918,-1.1844800440694991,8.926732739967408,-0.5728303511642103,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
10.060593277264948,3.327536351824726,-3.075912086128468,-1.6544607829985565,-0.1687661916596179,1,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
7.465518215164685,3.7253123429910655,0.3622898779899204,9.38766652002698,-0.3122311318393832,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
7.740915045304253,2.003988878841917,1.306188201506194,11.963513934692411,3.20916290920336,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
6.914324541723749,2.701441410620524,0.1721046312302546,9.853488295442396,0.7727934898397274,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
10.017330906577914,8.411702935895839,9.266807017546848,4.599958366906667,7.408511336479677,1,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
7.060926184085128,3.538521990572037,0.8986919267397813,9.959010556711345,0.4452519014364257,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
11.554904532900604,1.0773698843962891,0.6714511961950594,12.025222570626113,-2.5901413208568336,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.231550444245666,2.3632878746204065,-0.1549707875852298,11.361568870799896,-1.3297014643105307,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.828416314099961,3.976763957654805,1.203709611371572,10.323733072566975,0.6751198626696063,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
10.589912586681727,1.851581198215784,0.5678680169963131,10.382546313212435,0.0838027707915792,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
9.081274464405844,0.5107753613352486,-0.3005159870603794,8.626844938637264,2.505630471526234,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
7.905107753799005,0.0399856958959885,0.0176458094227095,8.769303185919606,-0.2746600652142793,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
9.864763658837212,-0.0983500301013649,1.5477578542298536,5.63002723391716,0.3588801134658986,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
9.268614519305018,3.122896967820783,0.0140857550148647,8.646942040846566,-0.45188030340675,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.151640132019597,5.197960446573512,0.336876323200019,8.940057006820693,3.0011826409532016,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.150528750866584,2.4590982860048767,0.3363993235378437,11.18129727552436,3.787510399287947,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
7.031066802257618,3.076510702208324,0.3934627980573785,8.14629737362807,-1.9299848504939372,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.507923107122995,3.077621323393709,0.4884069186631037,9.28003604946333,1.3447154562229882,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.698857113127524,0.3329287902329576,-0.2772068559799905,8.27023119807529,3.0360069955818254,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.008489909267718,1.3168112406147396,-0.7697400215806451,8.564272382965756,-0.8228808209910428,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
8.488492506094673,3.7156558196327394,1.0531683915914545,8.620059768664014,-2.1125116239572552,0,N/A (No frame_length feature),N/A (Protocol insights disabled or no ip_protocol feature),Low (per-packet analysis only),Unknown (per-packet analysis only)
